date,mktrf,smb,hml,rmw,cma,rf,umd
2004-01-09,0.014691541977196465,0.011544636200604863,0.01183722951136601,-0.031015168207448984,0.027468793245541967,0.00015000900026995723,0.024227177903251462
2004-01-16,0.017360996883100555,0.009913129045122648,0.009711843288375599,-0.021018356993190546,0.018302277084511376,0.00015000900026995723,0.016674799225306014
2004-01-23,0.003277731275008078,0.007969582447099777,0.0078065845700301395,0.013115379603417798,-0.01081168828459833,0.0001200054001080364,-0.012366528091484308
2004-01-30,-0.011945642239918008,-0.013974160094286425,-0.009901910781208945,0.009665115595187679,-0.008218132011673984,0.00015000900026973518,-0.01295310838748387
2004-02-06,0.009091731094705624,-0.004665000652635531,-0.0018268641050093182,0.008969077047548124,-0.005497759246938516,0.00015000900027017927,-0.0029569298366002306
2004-02-13,0.0046138616938777854,-0.001351781257825313,0.0028956963550315074,0.0035819122500679867,-0.001111134299049632,0.00015000900026951314,-0.002230024642645212
2004-02-20,-0.0025711639911639717,-0.006929081384140057,0.0021795766834900032,0.006269787752740008,-0.006787710748468068,0.00012000540010825844,-0.012097023919979799
2004-02-27,0.0028707532721545803,0.0043124412505402,0.0052947446482596305,0.0017360785950781832,0.0017564658793314258,0.00015000900026973518,0.0014244303641288703
2004-03-05,0.012494766506266908,0.010413931154107159,0.003694255538190916,0.0016474526708940562,0.0013757397079039446,0.0002000160006403462,0.006569666244608419
2004-03-12,-0.030681240090606465,0.004041934417688076,-0.004707995607464599,0.008750150619267094,-0.012002277847761866,0.0002000160006399021,-0.020160139877454908
2004-03-19,-0.011294075390655411,-0.010161507214285326,0.0038922746741116843,0.00752460894824436,-0.004262834831677775,0.00020001600064012415,-0.0030079938946704354
2004-03-26,-0.0012446254457009198,0.005364578899046846,-0.001610363387155589,-0.0035941182703913555,0.0020439528758031678,0.0002000160006399021,0.006598916741116678
2004-04-02,0.03390133607964785,0.02005250218676613,0.0023966986764965004,-0.015463760047910613,0.014157883409247285,0.0002000160006403462,0.018725171637368643
2004-04-09,-0.0013475828868402262,-0.0006626638435792698,-0.0017103589934078789,-0.002665043109728038,-0.0033093360752770584,0.00016000960025608357,0.0007836459200001311
2004-04-16,-0.008006706275429987,-0.010577255212113723,-0.014030087330293206,0.02142125545967244,-0.014341553679805386,0.0002000160006399021,-0.026347585914659355
2004-04-23,0.007494284818383656,0.005483976442909988,-0.00359743035406479,-0.0032415171844416557,0.005003037008862954,0.00020001600064012415,0.008187973009321725
2004-04-30,-0.03146726774859032,-0.022236537532563383,-0.012951143674512666,0.03534500694842935,-0.02569158775819902,0.00020001600064012415,-0.034269619980098365
2004-05-07,-0.009637802192091982,-0.009210197780598173,-0.010468731158644107,-0.0007246577840799295,0.0023949215103367116,0.00015000900026973518,0.001850773063749367
2004-05-14,-0.004819603281766782,-0.007546540309835037,-0.004205193128158924,0.00430558167660644,-0.00563087596095313,0.00015000900026995723,-0.0075785509252142
2004-05-21,-0.0011039337846532327,0.002982578957167803,0.006197406297286934,-0.004038772837170801,-0.0014410516902250148,0.00015000900026973518,-0.0001488819917427886
2004-05-28,0.027925148157837754,0.010705216633468684,0.00640539445773336,-0.01135729589672052,0.006516269746720038,0.00015000900026995723,0.014777035093396229
2004-06-04,0.0011379446053583209,-0.0005678399482239582,-0.0015009282974619564,0.004473352365025551,-0.004227742367808207,0.00016000960025630562,0.001970330472230053
2004-06-11,0.009562216361753695,-0.005798476713952061,0.006104866356262395,0.01152321466149786,-0.004896960419999874,0.00016000960025630562,-0.004206409677414591
2004-06-18,-0.0015831085459425687,0.005436417396345261,-0.0017190527414162604,0.009104797556976907,-0.00520808685150298,0.00020001600064012415,0.0015939428846600823
2004-06-25,0.00394616238651202,0.020928103502287243,0.006616820602138862,-0.010997659497224754,0.007499984149873962,0.0002000160006403462,0.022561756167761127
2004-07-02,-0.00804736131716588,0.004385285406524275,0.011335394000602905,0.0072724050427075415,-0.0065219200346698925,0.00022001930084436516,0.0012780307261572865
2004-07-09,-0.01439218282638377,-0.017615594984139893,0.012024161907199682,0.020995851850519998,-0.003016356189875613,0.00020001500050037535,-0.0035061735868159305
2004-07-16,-0.010768412503992852,-0.005434391834502561,0.017310394938987228,0.018002374238186514,-0.007683990822286657,0.00025002500125048677,0.0056846211914336475
2004-07-23,-0.016759458598820554,-0.012725067027135717,0.005409139630580206,0.011041639518881485,-0.003422934921152865,0.00025002500125048677,-0.01878680566605484
2004-07-30,0.014209251431796854,0.007209438555126235,-0.010287086054178496,-0.005259662321197234,0.0028952974494644845,0.00025002500125048677,0.009854713717512453
2004-08-06,-0.03767091356386876,-0.020649689843255103,0.022474971566719848,0.017694949443509023,-0.0019192592261982888,0.00025002500125048677,-0.021933598198790594
2004-08-13,0.00022940190286258044,-0.003634949606399984,0.0010845160452868097,0.01644414360330404,-0.012181981698885846,0.00025002500125048677,0.008725520165177025
2004-08-20,0.03486517056318883,0.017679000870300055,-0.013850751294541608,-0.02447284805253158,0.002802179887375855,0.0002500250012507088,-0.007098871373526605
