date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2008-03-28,0.07308463846842672,0.03340813022239675,-0.046864329974925845,-0.06154845956758692,-0.017780772983471804,0.04429689234584089,0.018269686041077815,-0.027856299375773164,0.015502955206740943,-0.02821315439853922,-0.08450708203291224,-0.02423379523010083,0.02873452824967626,-0.03177556094053824,-0.01835419076703182,-0.0709158586599582,-0.001638307457050514,0.01947815972565392,-0.0003847960475543699,0.02652208548759738,-0.043522975552320986,-0.020960252547464808,0.06263497651079719,0.001009077448135498,-0.06168709832525032,-0.007742262586656334,-0.026047513808794553,-0.02470863107197485,-0.0074750966533695395,-0.020852913830689324
2008-04-04,0.07041471222152884,0.0019299880894236843,0.10192088014760992,0.06859788707258963,0.029671979896538803,0.009599239659881853,0.14547061616046664,0.01287373176018769,0.042011871060955164,0.0077419268939862285,0.06658557385070729,0.051497509260189256,0.043330385022186224,0.010386684906955823,0.02415087394637183,0.07573155196511072,-0.011322590603893734,0.004325914145717036,0.03296984999924257,-0.10132550433417731,0.044786812050935376,0.04023689214413895,-0.04573168977077047,0.016705010958911526,0.08435640462799077,0.03964574369453988,0.061972874619156126,0.027406071982914115,0.045642497818340066,0.04374525324189582
2008-04-11,-0.03880325408509733,0.035636877045673865,-0.06348386326876632,-0.055232038541108586,0.015994700110993243,-0.03893098616793189,-0.061885782573055326,-0.04141042395448613,0.0085178874090861,-0.03393084209487951,-0.04618010782467785,-0.021535284293977885,-0.02196668402209223,0.002073236367590381,0.004107662198900908,-0.06671057428972804,0.0006639150498413127,-0.005742995228129377,-0.02545945748637224,0.028499984694317915,-0.03017829768029645,-0.026565459642815314,-0.013312031610512753,-0.008498562255710107,-0.014426536145737079,-9.501124331734445e-10,-0.01726030398625389,0.025279112416157323,-0.03571432152631737,0.007352899338166186
2008-04-18,0.09446780991024872,0.0013950572606513667,0.11265454618887216,0.04932010697916023,0.023419243007313906,0.1453294183070677,0.04599773060465595,0.048331955074947475,0.04932429223004742,0.03810469149603146,0.07549306260152489,0.018104374983184623,0.07018774992189614,0.07241380603100667,0.00772730518401854,0.0759463801790552,-0.0029855740078986726,0.052346527736249815,0.056454697553793176,-0.03354402124669387,0.06082034162486982,0.017993656381825707,0.02644359237598004,-0.03488754689505835,0.0405780720299862,0.020486858723669954,0.03847229085054149,0.04371501099300623,0.012362983758632762,0.02755478306089798
2008-04-25,0.05396176681917875,-0.019038766592312628,0.009488169560492254,0.049198369670304,0.07856588512606955,-0.035530005004449805,0.06557112289389622,0.044471650884514435,-0.00525861679740991,0.032875859875284075,0.06902688673112478,0.038354265430186274,-0.008198065243748442,-0.01061092990202861,0.0120281976102119,0.04436194768928159,-0.012976189640836133,0.023499124172091435,-0.061278670279670044,0.02414494402325751,-0.0056666706661332444,0.01252023094991217,0.05941110082008749,-0.009230239038975352,-0.0028489994525651152,-0.001987723863159818,-0.08751673782101987,0.08840577406343542,0.028032254732144102,0.02379684144346461
2008-05-02,0.0660461132649095,0.01609468230868405,-0.043903079148657986,0.05505549794939957,0.010018931193838787,0.006686966437866815,-0.011602192984836002,0.044921858672214876,0.02837412112579285,0.03491968730266404,0.04307293947939228,0.011417062430683744,0.002314423367496765,0.0008124675771408185,0.0141138701904171,0.01820462400807732,-0.009438755457328418,0.021451360179104206,0.00938066564436646,-0.03315330102331093,-0.019778750374107035,-0.01571129277406147,0.11761790837673591,0.0037565736752318557,0.023571422453001034,0.03684529547032844,-0.01529862942655269,0.1018642049155658,0.06884447188795462,-0.002601935316391746
2008-05-09,0.013871971090666513,-0.020498511399849262,-0.06338111617135456,-0.028571478044862153,-0.014381176015152874,-0.01256039652853047,-0.008915393595650634,-0.04710281223890023,0.02171632034854576,0.024186249608108445,-0.0608179337913306,-0.07104917704062119,-0.017153238395289372,0.011200479078656178,-0.025051260924626284,-0.04295109139088171,-0.04458054914427123,-0.02805576771739815,-0.028389603357813487,-0.009651949510559699,0.005129946408449104,-0.04123560097296042,0.00044406051191536733,-0.023802453241622223,-0.013084437843244201,-0.03611219866828397,-0.015835153925424783,0.001329316278888104,-0.042434966152416376,-0.005565212431362099
2008-05-16,0.022731561386325705,-0.00047563499891123406,0.05593143458648009,-0.005718931119590098,0.013204861164480608,0.023727920644208478,0.02998500855012942,0.040015711218343686,0.03750355494465807,0.01778427477661393,-0.005050757343140422,0.040028622761940635,0.041869462689611,0.030307933201548343,0.0019533767524193557,-0.0008589408233210527,0.016384650562004,0.02177577725311486,0.03066043052600409,0.025904034259153885,0.02418428275391915,0.04100502356312652,0.08344425388817878,0.023616023678774134,0.059907603839539414,0.012754072642776615,-0.018822069325548973,-0.005913563585004278,0.022685323113975864,0.0016755099017906616
2008-05-23,-0.034378531610007146,0.008327439900290834,0.024718797108772117,-0.06635167571126033,-0.04332505624827687,-0.02568690512133376,-0.024454154274812234,-0.05318746929118734,0.0034868116459008114,-0.04812375493199594,-0.07748209945329598,-0.08006872646862695,-0.049344814481984134,-0.028321096676612867,-0.01954781230352065,-0.09047924421465225,0.027334876356013726,-0.04625804234094277,-0.029901376538359115,-0.03149995804689587,-0.06468824653517613,-0.04087075634756865,-0.053256828970014825,-0.02217233556036624,-0.05855701172576,-0.049389971868750604,0.07518565194295967,-0.07308490941122081,-0.04359037147806377,-0.02261572270323542
2008-05-30,0.041839167620554285,0.038933404285404594,0.041735855785071996,0.019801929472583968,0.01583202315402943,0.01336598801104305,0.07893168204182799,0.06454178928851162,-0.015685512809763047,0.011134485530047256,0.0218373743291711,0.022039602337454056,0.014635817248219496,0.04210946730060061,0.028034500492548853,0.01606806123020954,-0.023366923988572097,0.027542008658782757,0.023084026327831353,0.005678817635229816,0.009625684725201422,0.055581386068381367,0.0688013886447103,0.011950459286577342,0.0007129016982043712,0.031049471636675152,-0.015539594918461241,0.1311067727235251,0.037486496530681146,0.03569509773721835
2008-06-06,-0.016476824385507793,0.004769541132545907,-0.012129444199211026,-0.036677392117533514,-0.1161047885117058,-0.03206681570320635,-0.01783987048302904,-0.006736465129245861,0.003529990062081323,-0.017559529868848456,-0.03951023624275596,0.0016720471412841054,-0.09409595299420814,-0.03469049206908126,-0.014683783694426356,-0.0676744128694261,-0.025497713524656018,-0.03375092696452009,-0.03481172049789294,-0.028151107898262362,-0.029307905469246665,-0.0031742994621655196,-0.02591098559805194,-0.010295235296417404,-0.10614430455789636,-0.045372439462635916,-0.03449284735099167,-0.03138025891393503,-0.006238672028340053,0.010910933049770533
2008-06-13,-0.07148246309471917,-0.00610308421651784,-0.018107394125384535,0.00022392768055001788,0.02679058227407216,0.01887738733573019,0.024922621760561814,-0.006405426447491425,-0.0010050109175769872,0.02787040454492895,0.052230826151937526,0.01287712746205516,0.045917487643758026,0.009684641363348456,0.007755390355612679,-0.012721335749413365,-0.00020501004860029592,0.05267778609478002,0.016831446918860626,-0.05228068332036229,0.05747544462699561,0.015604263682381214,-0.11429759388770055,0.016521249967292206,0.004383366585053006,0.012486776204767791,-0.06933088432006296,-0.025343727174451547,-0.023541661938809022,0.013877014384870101
2008-06-20,0.016824326317628646,0.02729126505612811,0.02437792635972591,-0.07792206859743656,0.009451530191338708,-0.02969322936757235,0.004258795246146363,-0.06560490715471867,-0.027967793335690994,-0.05865015536045726,0.030736504040160373,-0.04649475810151038,-0.04053816322057824,-0.02703134132360374,-0.03334841036081726,-0.043456319686027145,-0.0317574577792854,-0.04253543387029468,-0.04072524975581138,-0.011258027617887523,-0.028895774155280884,-0.032758292115218746,-0.07273577232179029,-0.04951086873734112,-0.009918667121870062,-0.04619563392899906,-0.11776183611279634,0.025021477640151835,-0.052236823117727704,-0.04934102625807124
2008-06-27,-0.029554447630153136,0.026566323934974267,-0.07940807626967761,-0.07625059150432123,-0.11749971749571164,-0.06740012216680791,-0.06128585157062083,-0.04180190139609152,0.012212795136813392,-0.011584246805031562,-0.0501170286294953,-0.08495236084387225,-0.0916974369522362,-0.02191620419967022,-0.007649045331445281,-0.07422084881700652,-0.03391725272434831,-0.015679469502448806,-0.048068949371187775,0.05266149414437682,-0.021253999067091356,-0.09575907046692345,-0.024291475750679137,-0.042273562435783285,-0.06090965571297191,-0.029147530158985302,-0.04092922459490722,-0.011607052027462261,-0.031091077015838797,0.0007110007464838919
2008-07-04,0.00017637077025978165,0.09639856488985399,-0.03562822990859649,0.05783387810225027,-0.036610833134433696,-0.04664410129326857,-0.015884638512416283,-0.020753907424222118,0.008486647623413335,-0.021222682042029484,0.024805235384452118,-0.06161530138593807,0.021937881051558694,-0.004248247345234768,0.024382618611606288,0.01867079506398084,-0.006944456166356305,0.012212364960140443,-0.0007193639717509859,0.03975125039042737,-0.05971768866114935,-0.030162406862105473,-0.35217845154576,0.05257061514567707,0.01408149994387875,0.0009029565089888614,-0.11726263526914005,-0.05484260103435645,0.042882183805408314,0.005328583040434598
