,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2025-01-31 00:00:00+00:00,236.0,285.4200134277344,237.67999267578125,317.364990234375,176.48500061035156,371.44000244140625,341.614990234375,60.599998474121094,149.22000122070312,113.04000091552734,640.1275024414062,411.8900146484375,223.72000122070312,255.67999267578125,152.17999267578125,267.32000732421875,63.470001220703125,288.6400146484375,152.21499633789062,98.80500030517578,415.05999755859375,76.87000274658203,120.06999969482422,166.01499938964844,358.2699890136719,245.1300048828125,542.5900268554688,341.92999267578125,39.394100189208984,98.06999969482422
